function_call,dictionary
generate_credit_card_number,"{'name': 'generate_credit_card_number', 'description': 'Generate a random credit card number with specified card type', 'parameters': {'type': 'object', 'properties': {'card_type': {'type': 'string', 'description': 'The type of credit card (e.g. Visa, Mastercard)'}}, 'required': ['card_type']}}"
get_dog_breed,"{'name': 'get_dog_breed', 'description': 'Get information about a dog breed', 'parameters': {'type': 'object', 'properties': {'breed': {'type': 'string', 'description': 'The breed of the dog'}}, 'required': ['breed']}}"
identify_objects,"{'name': 'identify_objects', 'description': 'Identify objects in an image', 'parameters': {'type': 'object', 'properties': {'image_url': {'type': 'string', 'description': 'The URL of the image'}}, 'required': ['image_url']}}"
generate_schedule,"{'name': 'generate_schedule', 'description': 'Generate a daily schedule based on specified activities', 'parameters': {'type': 'object', 'properties': {'activities': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The list of activities to include in the schedule'}}, 'required': ['activities']}}"
find_closest_parking,"{'name': 'find_closest_parking', 'description': 'Find the closest parking spot to a given location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location for which closest parking spot needs to be found'}}, 'required': ['location']}}"
calculate_pension,"{'name': 'calculate_pension', 'description': 'Calculate the pension amount based on current salary and years of service', 'parameters': {'type': 'object', 'properties': {'current_salary': {'type': 'number', 'description': 'The current salary'}, 'years_of_service': {'type': 'integer', 'description': 'The years of service'}}, 'required': ['current_salary', 'years_of_service']}}"
calculateAge,"{'name': 'calculateAge', 'description': 'Calculate the age based on birthdate', 'parameters': {'type': 'object', 'properties': {'birthdate': {'type': 'string', 'description': 'The birthdate of the person'}}, 'required': ['birthdate']}}"
find_movie_details,"{'name': 'find_movie_details', 'description': 'Find details of a movie', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the movie'}, 'year': {'type': 'integer', 'description': 'The release year of the movie'}}, 'required': ['title']}}"
calculate_shipping_time,"{'name': 'calculate_shipping_time', 'description': 'Calculate the estimated shipping time for a package', 'parameters': {'type': 'object', 'properties': {'origin': {'type': 'string', 'description': 'The origin of the package'}, 'destination': {'type': 'string', 'description': 'The destination of the package'}}, 'required': ['origin', 'destination']}}"
analyze_stock_market,"{'name': 'analyze_stock_market', 'description': 'Analyze stock market data and generate insights', 'parameters': {'type': 'object', 'properties': {'ticker_symbol': {'type': 'string', 'description': 'The stock ticker symbol'}, 'start_date': {'type': 'string', 'format': 'date', 'description': 'The start date for analysis'}, 'end_date': {'type': 'string', 'format': 'date', 'description': 'The end date for analysis'}}, 'required': ['ticker_symbol', 'start_date', 'end_date']}}"
find_hotel_availability,"{'name': 'find_hotel_availability', 'description': ""Find available hotels based on user's destination and dates"", 'parameters': {'type': 'object', 'properties': {'destination': {'type': 'string', 'description': 'The destination city or region'}, 'check_in_date': {'type': 'string', 'description': 'The check-in date'}, 'check_out_date': {'type': 'string', 'description': 'The check-out date'}, 'num_rooms': {'type': 'integer', 'description': 'The number of rooms needed'}, 'amenities': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The desired amenities'}}, 'required': ['destination', 'check_in_date', 'check_out_date', 'num_rooms']}}"
get_file_size,"{'name': 'get_file_size', 'description': 'Get the size of a file', 'parameters': {'type': 'object', 'properties': {'filename': {'type': 'string', 'description': 'The name of the file'}}, 'required': ['filename']}}"
find_movie_info,"{'name': 'find_movie_info', 'description': 'Find information about a movie', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The movie title to search for'}, 'year': {'type': 'integer', 'description': 'The release year of the movie'}}, 'required': ['title']}}"
search_hotel,"{'name': 'search_hotel', 'description': 'Search for hotels based on location and dates', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search for hotels'}, 'check_in_date': {'type': 'string', 'format': 'date', 'description': 'The check-in date'}, 'check_out_date': {'type': 'string', 'format': 'date', 'description': 'The check-out date'}}, 'required': ['location', 'check_in_date', 'check_out_date']}}"
calculate_total,"{'name': 'calculate_total', 'description': 'Calculate the total sum of numbers', 'parameters': {'type': 'array', 'items': {'type': 'number'}, 'description': 'The numbers to be added'}}"
get_diet_plan,"{'name': 'get_diet_plan', 'description': 'Get a personalized diet plan based on dietary preferences', 'parameters': {'type': 'object', 'properties': {'dietary_preferences': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The dietary preferences of the user'}}, 'required': ['dietary_preferences']}}"
generate_random_number_list,"{'name': 'generate_random_number_list', 'description': 'Generate a list of random numbers within a specified range', 'parameters': {'type': 'object', 'properties': {'min': {'type': 'number', 'description': 'The minimum value of the range'}, 'max': {'type': 'number', 'description': 'The maximum value of the range'}, 'count': {'type': 'integer', 'description': 'The number of random numbers to generate'}}, 'required': ['min', 'max', 'count']}}"
calculate_days_between_dates,"{'name': 'calculate_days_between_dates', 'description': 'Calculate the number of days between two dates', 'parameters': {'type': 'object', 'properties': {'date1': {'type': 'string', 'description': 'The first date in yyyy-mm-dd format'}, 'date2': {'type': 'string', 'description': 'The second date in yyyy-mm-dd format'}}, 'required': ['date1', 'date2']}}"
find_music_recommendations,"{'name': 'find_music_recommendations', 'description': ""Find music recommendations based on user's preferences"", 'parameters': {'type': 'object', 'properties': {'genre': {'type': 'string', 'description': 'The preferred genre of music'}, 'mood': {'type': 'string', 'description': 'The current mood of the user'}}}}"
check_email_spam,"{'name': 'check_email_spam', 'description': 'Check if an email is classified as spam', 'parameters': {'type': 'object', 'properties': {'email_subject': {'type': 'string', 'description': 'The subject of the email'}, 'email_body': {'type': 'string', 'description': 'The body of the email'}}, 'required': ['email_subject', 'email_body']}}"
get_random_fact_of_the_day,"{'name': 'get_random_fact_of_the_day', 'description': 'Get a random fact of the day', 'parameters': {'type': 'object', 'properties': {}, 'required': []}}"
search_movie_by_genre,"{'name': 'search_movie_by_genre', 'description': 'Search for movies by genre', 'parameters': {'type': 'object', 'properties': {'genre': {'type': 'string', 'description': 'The genre to search for'}}, 'required': ['genre']}}"
find_shortest_route,"{'name': 'find_shortest_route', 'description': 'Find the shortest route between two locations', 'parameters': {'type': 'object', 'properties': {'start_location': {'type': 'string', 'description': 'The starting location'}, 'end_location': {'type': 'string', 'description': 'The destination location'}, 'mode_of_transport': {'type': 'string', 'description': 'The mode of transport (e.g. car, public transit, walking)'}}, 'required': ['start_location', 'end_location', 'mode_of_transport']}}"
identify_language,"{'name': 'identify_language', 'description': 'Identify the language of a given text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to identify the language'}}, 'required': ['text']}}"
search_recipes_by_ingredients,"{'name': 'search_recipes_by_ingredients', 'description': 'Search for recipes based on available ingredients', 'parameters': {'type': 'object', 'properties': {'ingredients': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The ingredients available for cooking'}, 'diet': {'type': 'string', 'enum': ['vegetarian', 'vegan', 'gluten-free', 'dairy-free', 'nut-free'], 'description': 'The dietary restrictions to consider'}, 'max_prep_time': {'type': 'integer', 'description': 'The maximum preparation time for the recipe'}}, 'required': ['ingredients']}}"
find_movie_reviews,"{'name': 'find_movie_reviews', 'description': 'Find reviews of a movie', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the movie'}}, 'required': ['title']}}"
perform_spell_check,"{'name': 'perform_spell_check', 'description': 'Perform a spell check on a given text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to be spell checked'}, 'language': {'type': 'string', 'description': 'The language of the text'}}, 'required': ['text']}}"
search_flight,"{'name': 'search_flight', 'description': 'Search for flights based on origin and destination', 'parameters': {'type': 'object', 'properties': {'origin': {'type': 'string', 'description': 'The origin airport'}, 'destination': {'type': 'string', 'description': 'The destination airport'}}, 'required': ['origin', 'destination']}}"
search_places,"{'name': 'search_places', 'description': 'Search for places nearby', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search near'}, 'radius': {'type': 'integer', 'description': 'The radius in meters'}, 'type': {'type': 'string', 'description': 'The type of place to search for'}}, 'required': ['location', 'radius', 'type']}}"
post_tweet,"{'name': 'post_tweet', 'description': 'Post a tweet on a social media platform', 'parameters': {'type': 'object', 'properties': {'tweet_text': {'type': 'string', 'description': 'The text of the tweet'}, 'hashtags': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The hashtags to be included in the tweet'}}, 'required': ['tweet_text']}}"
search_quotes,"{'name': 'search_quotes', 'description': 'Search for famous quotes based on a keyword', 'parameters': {'type': 'object', 'properties': {'keyword': {'type': 'string', 'description': 'The keyword to search for'}}, 'required': ['keyword']}}"
delete_folder,"{'name': 'delete_folder', 'description': 'Delete a specific folder', 'parameters': {'type': 'object', 'properties': {'folder_path': {'type': 'string', 'description': 'The path to the folder to be deleted'}}, 'required': ['folder_path']}}"
find_bus_route,"{'name': 'find_bus_route', 'description': 'Find bus routes based on source and destination', 'parameters': {'type': 'object', 'properties': {'source': {'type': 'string', 'description': 'The source location'}, 'destination': {'type': 'string', 'description': 'The destination location'}}, 'required': ['source', 'destination']}}"
find_nearby_events,"{'name': 'find_nearby_events', 'description': 'Find nearby events based on location and interests', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search for events'}, 'interests': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The interests to filter events'}}, 'required': ['location']}}"
calculate_payment_due,"{'name': 'calculate_payment_due', 'description': 'Calculate the payment due for a bill', 'parameters': {'type': 'object', 'properties': {'bill_amount': {'type': 'number', 'description': 'The total bill amount'}, 'tax_percentage': {'type': 'number', 'description': 'The percentage of tax to apply'}, 'tip_percentage': {'type': 'number', 'description': 'The percentage of tip to apply'}}, 'required': ['bill_amount', 'tax_percentage', 'tip_percentage']}}"
calculate_shipping,"{'name': 'calculate_shipping', 'description': 'Calculate the shipping cost for an item', 'parameters': {'type': 'object', 'properties': {'weight': {'type': 'number', 'description': 'The weight of the item in pounds'}, 'destination': {'type': 'string', 'description': 'The destination of the item'}}, 'required': ['weight', 'destination']}}"
create_roadmap,"{'name': 'create_roadmap', 'description': 'Create a roadmap for a project', 'parameters': {'type': 'object', 'properties': {'project_name': {'type': 'string', 'description': 'The name of the project'}, 'tasks': {'type': 'array', 'items': {'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'The name of the task'}, 'start_date': {'type': 'string', 'description': 'The start date of the task'}, 'end_date': {'type': 'string', 'description': 'The end date of the task'}}, 'required': ['name', 'start_date', 'end_date']}}}, 'required': ['project_name', 'tasks']}}"
calculate_square_area,"{'name': 'calculate_square_area', 'description': 'Calculate the area of a square', 'parameters': {'type': 'object', 'properties': {'side_length': {'type': 'number', 'description': 'The length of each side of the square'}}, 'required': ['side_length']}}"
get_random_quote_category,"{'name': 'get_random_quote_category', 'description': 'Get a random quote from a specific category', 'parameters': {'type': 'object', 'properties': {'category': {'type': 'string', 'description': 'The category of the quote'}}, 'required': ['category']}}"
search_vehicles,"{'name': 'search_vehicles', 'description': 'Search for vehicles based on make and model', 'parameters': {'type': 'object', 'properties': {'make': {'type': 'string', 'description': 'The make of the vehicle'}, 'model': {'type': 'string', 'description': 'The model of the vehicle'}, 'year': {'type': 'integer', 'description': 'The manufacturing year of the vehicle'}}, 'required': ['make', 'model']}}"
get_traffic_report,"{'name': 'get_traffic_report', 'description': 'Get the current traffic report', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The city and state, e.g. Los Angeles, CA'}}, 'required': ['location']}}"
generate_recommendation,"{'name': 'generate_recommendation', 'description': 'Generate a recommendation based on user preferences', 'parameters': {'type': 'object', 'properties': {'preferences': {'type': 'array', 'items': {'type': 'string'}, 'description': ""The user's preferences""}, 'category': {'type': 'string', 'description': 'The category to generate recommendation from'}}, 'required': ['preferences', 'category']}}"
create_to_do_list,"{'name': 'create_to_do_list', 'description': 'Create a to-do list', 'parameters': {'type': 'object', 'properties': {'tasks': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The tasks to add to the to-do list'}}, 'required': ['tasks']}}"
perform_calculator_operation,"{'name': 'perform_calculator_operation', 'description': 'Perform a calculator operation', 'parameters': {'type': 'object', 'properties': {'operand1': {'type': 'number', 'description': 'The first operand'}, 'operand2': {'type': 'number', 'description': 'The second operand'}, 'operator': {'type': 'string', 'description': 'The operator (+, -, *, /)'}}, 'required': ['operand1', 'operand2', 'operator']}}"
execute_shell_command,"{'name': 'execute_shell_command', 'description': 'Execute a shell command', 'parameters': {'type': 'object', 'properties': {'command': {'type': 'string', 'description': 'The shell command to be executed'}}, 'required': ['command']}}"
check_word_frequency,"{'name': 'check_word_frequency', 'description': 'Check the frequency of a word in a given text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to check word frequency in'}, 'word': {'type': 'string', 'description': 'The word to check frequency of'}}, 'required': ['text', 'word']}}"
analyze_tone,"{'name': 'analyze_tone', 'description': 'Analyze the tone of a piece of text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to analyze'}}, 'required': ['text']}}"
generate_random_sentence,"{'name': 'generate_random_sentence', 'description': 'Generate a random sentence', 'parameters': {}}"
find_book,"{'name': 'find_book', 'description': 'Find a book based on title, author, or ISBN', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the book'}, 'author': {'type': 'string', 'description': 'The author of the book'}, 'isbn': {'type': 'string', 'description': 'The ISBN of the book'}}, 'required': ['title', 'author', 'isbn']}}"
add_note,"{'name': 'add_note', 'description': 'Add a note to a specified category', 'parameters': {'type': 'object', 'properties': {'category': {'type': 'string', 'description': 'The category of the note'}, 'content': {'type': 'string', 'description': 'The content of the note'}}, 'required': ['category', 'content']}}"
upload_image,"{'name': 'upload_image', 'description': 'Upload an image to a server', 'parameters': {'type': 'object', 'properties': {'file': {'type': 'string', 'description': 'The path or URL of the image file'}}, 'required': ['file']}}"
find_gcd,"{'name': 'find_gcd', 'description': 'Find the greatest common divisor of two numbers', 'parameters': {'type': 'object', 'properties': {'number1': {'type': 'integer', 'description': 'The first number'}, 'number2': {'type': 'integer', 'description': 'The second number'}}, 'required': ['number1', 'number2']}}"
calculate_savings,"{'name': 'calculate_savings', 'description': 'Calculate the savings based on monthly contributions', 'parameters': {'type': 'object', 'properties': {'monthly_contribution': {'type': 'number', 'description': 'The monthly contribution amount'}, 'interest_rate': {'type': 'number', 'description': 'The annual interest rate'}, 'years': {'type': 'integer', 'description': 'The number of years to calculate savings for'}}, 'required': ['monthly_contribution', 'interest_rate', 'years']}}"
identify_plants,"{'name': 'identify_plants', 'description': 'Identify plants based on an image', 'parameters': {'type': 'object', 'properties': {'image_url': {'type': 'string', 'description': 'The URL of the image containing the plant'}}, 'required': ['image_url']}}"
take_screenshot,"{'name': 'take_screenshot', 'description': 'Take a screenshot of the current screen', 'parameters': {}}"
search_hiking_trails,"{'name': 'search_hiking_trails', 'description': 'Search for hiking trails based on criteria', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location of the hiking trails'}, 'difficulty_level': {'type': 'string', 'description': 'The difficulty level of the hiking trails'}, 'distance_range': {'type': 'string', 'description': 'The distance range of the hiking trails'}}, 'required': []}}"
recommend_products,"{'name': 'recommend_products', 'description': 'Recommend products based on user preferences', 'parameters': {'type': 'object', 'properties': {'user_id': {'type': 'string', 'description': 'The ID of the user'}, 'category': {'type': 'string', 'description': 'The category of products'}}, 'required': ['user_id', 'category']}}"
get_pokemon_details,"{'name': 'get_pokemon_details', 'description': 'Get the details of a specific Pokémon', 'parameters': {'type': 'object', 'properties': {'pokemon_name': {'type': 'string', 'description': 'The name of the Pokémon'}}, 'required': ['pokemon_name']}}"
calculate_triangle_perimeter,"{'name': 'calculate_triangle_perimeter', 'description': 'Calculate the perimeter of a triangle', 'parameters': {'type': 'object', 'properties': {'side1': {'type': 'number', 'description': 'The length of side 1'}, 'side2': {'type': 'number', 'description': 'The length of side 2'}, 'side3': {'type': 'number', 'description': 'The length of side 3'}}, 'required': ['side1', 'side2', 'side3']}}"
search_photos,"{'name': 'search_photos', 'description': 'Search for photos based on specific criteria', 'parameters': {'type': 'object', 'properties': {'keywords': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The keywords to search for in photo tags or descriptions'}, 'location': {'type': 'string', 'description': 'The location where the photos were taken'}, 'date_taken': {'type': 'string', 'description': 'The date when the photos were taken in YYYY-MM-DD format'}}}}"
search_recipe_by_ingredients,"{'name': 'search_recipe_by_ingredients', 'description': 'Search for a recipe based on available ingredients', 'parameters': {'type': 'object', 'properties': {'ingredients': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The available ingredients'}}, 'required': ['ingredients']}}"
analyze_health_data,"{'name': 'analyze_health_data', 'description': 'Analyze health data and provide insights', 'parameters': {'type': 'object', 'properties': {'data': {'type': 'array', 'items': {'type': 'number'}, 'description': 'The health data to analyze'}, 'metric': {'type': 'string', 'description': 'The metric to analyze (e.g. heart rate, steps)'}}, 'required': ['data', 'metric']}}"
get_stock_history,"{'name': 'get_stock_history', 'description': 'Get the historical data of a stock', 'parameters': {'type': 'object', 'properties': {'symbol': {'type': 'string', 'description': 'The stock symbol'}, 'start_date': {'type': 'string', 'description': 'The start date of the historical data'}, 'end_date': {'type': 'string', 'description': 'The end date of the historical data'}}, 'required': ['symbol', 'start_date', 'end_date']}}"
calculate_premium,"{'name': 'calculate_premium', 'description': 'Calculate the premium amount for an insurance policy', 'parameters': {'type': 'object', 'properties': {'policy_type': {'type': 'string', 'description': 'The type of insurance policy'}, 'age': {'type': 'integer', 'description': 'The age of the policyholder'}, 'coverage_amount': {'type': 'number', 'description': 'The coverage amount of the policy'}}, 'required': ['policy_type', 'age', 'coverage_amount']}}"
analyze_text_language,"{'name': 'analyze_text_language', 'description': 'Analyze the language of a text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to be analyzed'}}, 'required': ['text']}}"
calculateDiscount,"{'name': 'calculateDiscount', 'description': 'Calculate the discounted price based on original price and discount percentage', 'parameters': {'type': 'object', 'properties': {'original_price': {'type': 'number', 'description': 'The original price of the item'}, 'discount_percentage': {'type': 'number', 'description': 'The discount percentage'}}, 'required': ['original_price', 'discount_percentage']}}"
find_nearest_parking,"{'name': 'find_nearest_parking', 'description': 'Find the nearest parking options', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to find nearest parking options'}}, 'required': ['location']}}"
calculateInterest,"{'name': 'calculateInterest', 'description': 'Calculate the simple interest based on principal, interest rate, and time', 'parameters': {'type': 'object', 'properties': {'principal': {'type': 'number', 'description': 'The principal amount'}, 'interest_rate': {'type': 'number', 'description': 'The interest rate (in decimal form)'}, 'time': {'type': 'integer', 'description': 'The time period (in years)'}}, 'required': ['principal', 'interest_rate', 'time']}}"
book_hotel_room,"{'name': 'book_hotel_room', 'description': 'Book a hotel room', 'parameters': {'type': 'object', 'properties': {'hotel_name': {'type': 'string', 'description': 'The name of the hotel'}, 'check_in_date': {'type': 'string', 'description': 'The check-in date (format: YYYY-MM-DD)'}, 'check_out_date': {'type': 'string', 'description': 'The check-out date (format: YYYY-MM-DD)'}, 'num_guests': {'type': 'integer', 'description': 'The number of guests'}}, 'required': ['hotel_name', 'check_in_date', 'check_out_date', 'num_guests']}}"
calculate_rental_income,"{'name': 'calculate_rental_income', 'description': 'Calculate the rental income for a property', 'parameters': {'type': 'object', 'properties': {'rent': {'type': 'number', 'description': 'The monthly rental amount'}, 'vacancy_rate': {'type': 'number', 'description': 'The percentage of time the property is expected to be vacant'}, 'expenses': {'type': 'number', 'description': 'The monthly expenses for the property'}}, 'required': ['rent', 'vacancy_rate', 'expenses']}}"
generate_pdf,"{'name': 'generate_pdf', 'description': 'Generate a PDF document from a given text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to be included in the PDF'}}, 'required': ['text']}}"
compute_fibonacci,"{'name': 'compute_fibonacci', 'description': 'Compute the Fibonacci sequence', 'parameters': {'type': 'object', 'properties': {'n': {'type': 'integer', 'description': 'The number of terms'}}, 'required': ['n']}}"
generate_sudoku,"{'name': 'generate_sudoku', 'description': 'Generate a Sudoku puzzle', 'parameters': {}}"
delete_note,"{'name': 'delete_note', 'description': 'Delete a specific note', 'parameters': {'type': 'object', 'properties': {'note_id': {'type': 'string', 'description': 'The unique identifier of the note'}}, 'required': ['note_id']}}"
check_word_spell,"{'name': 'check_word_spell', 'description': 'Check the spelling of a word', 'parameters': {'type': 'object', 'properties': {'word': {'type': 'string', 'description': 'The word to check the spelling of'}}, 'required': ['word']}}"
generate_phone_number,"{'name': 'generate_phone_number', 'description': 'Generate a random phone number', 'parameters': {}}"
find_nearest_hospital,"{'name': 'find_nearest_hospital', 'description': 'Find the nearest hospital', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The current location'}}, 'required': ['location']}}"
check_movie_schedule,"{'name': 'check_movie_schedule', 'description': 'Check the schedule of movies in a specific theater', 'parameters': {'type': 'object', 'properties': {'theater_name': {'type': 'string', 'description': 'The name of the theater'}, 'date': {'type': 'string', 'description': 'The date for which to check the schedule'}}, 'required': ['theater_name', 'date']}}"
get_available_flights,"{'name': 'get_available_flights', 'description': 'Get the list of available flights for a given date and destination', 'parameters': {'type': 'object', 'properties': {'date': {'type': 'string', 'description': 'The date of travel'}, 'destination': {'type': 'string', 'description': 'The destination airport code'}}, 'required': ['date', 'destination']}}"
calculate_car_loan_payment,"{'name': 'calculate_car_loan_payment', 'description': 'Calculate the monthly car loan payment', 'parameters': {'type': 'object', 'properties': {'loan_amount': {'type': 'number', 'description': 'The amount of the loan'}, 'interest_rate': {'type': 'number', 'description': 'The annual interest rate'}, 'loan_term': {'type': 'integer', 'description': 'The term of the loan in years'}, 'down_payment': {'type': 'number', 'description': 'The down payment amount'}}, 'required': ['loan_amount', 'interest_rate', 'loan_term']}}"
calculate_discounted_amount,"{'name': 'calculate_discounted_amount', 'description': 'Calculate the discounted amount after applying a percentage discount', 'parameters': {'type': 'object', 'properties': {'original_amount': {'type': 'number', 'description': 'The original amount'}, 'discount_percentage': {'type': 'number', 'description': 'The percentage discount'}}, 'required': ['original_amount', 'discount_percentage']}}"
find_hotel,"{'name': 'find_hotel', 'description': ""Find a hotel based on user's preferences"", 'parameters': {'type': 'object', 'properties': {'destination': {'type': 'string', 'description': 'The destination where the hotel should be'}, 'check_in_date': {'type': 'string', 'description': 'The check-in date'}, 'check_out_date': {'type': 'string', 'description': 'The check-out date'}, 'budget_range': {'type': 'string', 'description': 'The budget range for the hotel'}}, 'required': ['destination', 'check_in_date', 'check_out_date', 'budget_range']}}"
analyze_sentences,"{'name': 'analyze_sentences', 'description': 'Analyze the sentiment and entities in a list of sentences', 'parameters': {'type': 'object', 'properties': {'sentences': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The list of sentences to be analyzed'}, 'language': {'type': 'string', 'description': 'The language of the sentences'}}, 'required': ['sentences']}}"
find_distance,"{'name': 'find_distance', 'description': 'Find the distance between two locations', 'parameters': {'type': 'object', 'properties': {'origin': {'type': 'string', 'description': 'The starting location'}, 'destination': {'type': 'string', 'description': 'The destination location'}}, 'required': ['origin', 'destination']}}"
detect_object,"{'name': 'detect_object', 'description': 'Detect objects in an image', 'parameters': {'type': 'object', 'properties': {'image_url': {'type': 'string', 'description': 'The URL of the image'}}, 'required': ['image_url']}}"
find_music_albums,"{'name': 'find_music_albums', 'description': 'Find music albums by an artist', 'parameters': {'type': 'object', 'properties': {'artist': {'type': 'string', 'description': 'The name of the artist'}, 'genre': {'type': 'string', 'description': 'The genre of music (optional)'}}, 'required': ['artist']}}"
retrieve_user_details,"{'name': 'retrieve_user_details', 'description': 'Retrieve details of a user', 'parameters': {'type': 'object', 'properties': {'user_id': {'type': 'string', 'description': 'The unique identifier of the user'}}, 'required': ['user_id']}}"
calculate_bill,"{'name': 'calculate_bill', 'description': 'Calculate the total bill amount', 'parameters': {'type': 'object', 'properties': {'items': {'type': 'array', 'items': {'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'Name of the item'}, 'quantity': {'type': 'integer', 'description': 'Quantity of the item'}, 'price': {'type': 'number', 'description': 'Price of the item'}}, 'required': ['name', 'quantity', 'price']}}}, 'required': ['items']}}"
play_video,"{'name': 'play_video', 'description': 'Play a video from a specified URL', 'parameters': {'type': 'object', 'properties': {'url': {'type': 'string', 'description': 'The URL of the video'}}, 'required': ['url']}}"
generate_email_signature,"{'name': 'generate_email_signature', 'description': 'Generate an email signature for a given name and job title', 'parameters': {'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'The name'}, 'job_title': {'type': 'string', 'description': 'The job title'}}, 'required': ['name', 'job_title']}}"
get_quote,"{'name': 'get_quote', 'description': 'Get a random quote', 'parameters': {}}"
calculate_car_fuel_consumption,"{'name': 'calculate_car_fuel_consumption', 'description': 'Calculate the fuel consumption of a car', 'parameters': {'type': 'object', 'properties': {'distance': {'type': 'number', 'description': 'The distance traveled'}, 'fuel_used': {'type': 'number', 'description': 'The amount of fuel used'}}, 'required': ['distance', 'fuel_used']}}"
get_random_quote_author,"{'name': 'get_random_quote_author', 'description': 'Get a random quote with author', 'parameters': {}}"
generate_id,"{'name': 'generate_id', 'description': 'Generate a unique identifier', 'parameters': {}}"
perform_translation,"{'name': 'perform_translation', 'description': 'Perform text translation between languages', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to translate'}, 'source_language': {'type': 'string', 'description': 'The source language of the text'}, 'target_language': {'type': 'string', 'description': 'The target language to translate to'}}, 'required': ['text', 'source_language', 'target_language']}}"
calculate_discounted_percentage,"{'name': 'calculate_discounted_percentage', 'description': 'Calculate the discounted percentage based on original price and discounted price', 'parameters': {'type': 'object', 'properties': {'original_price': {'type': 'number', 'description': 'The original price of the item'}, 'discounted_price': {'type': 'number', 'description': 'The discounted price of the item'}}, 'required': ['original_price', 'discounted_price']}}"
multiply,"{'name': 'multiply', 'description': 'Multiply two numbers', 'parameters': {'type': 'object', 'properties': {'num1': {'type': 'number', 'description': 'First number'}, 'num2': {'type': 'number', 'description': 'Second number'}}, 'required': ['num1', 'num2']}}"
identify_object,"{'name': 'identify_object', 'description': 'Identify an object in an image', 'parameters': {'type': 'object', 'properties': {'image_path': {'type': 'string', 'description': 'The path to the image file'}}, 'required': ['image_path']}}"
calculate_net_pay,"{'name': 'calculate_net_pay', 'description': 'Calculate the net pay after deducting taxes and other contributions', 'parameters': {'type': 'object', 'properties': {'gross_pay': {'type': 'number', 'description': 'The gross pay'}, 'tax_rate': {'type': 'number', 'description': 'The tax rate in percentage'}, 'contributions': {'type': 'number', 'description': 'The total contributions'}}, 'required': ['gross_pay', 'tax_rate', 'contributions']}}"
calculate_lease_payment,"{'name': 'calculate_lease_payment', 'description': 'Calculate the monthly lease payment for a vehicle', 'parameters': {'type': 'object', 'properties': {'vehicle_price': {'type': 'number', 'description': 'The price of the vehicle'}, 'lease_term': {'type': 'number', 'description': 'The lease term in months'}, 'interest_rate': {'type': 'number', 'description': 'The interest rate'}}, 'required': ['vehicle_price', 'lease_term', 'interest_rate']}}"
retrieve_contact_info,"{'name': 'retrieve_contact_info', 'description': 'Retrieve contact information', 'parameters': {'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'The name of the contact'}}, 'required': ['name']}}"
calculate_loan_amortization,"{'name': 'calculate_loan_amortization', 'description': 'Calculate the amortization schedule for a loan', 'parameters': {'type': 'object', 'properties': {'loan_amount': {'type': 'number', 'description': 'The amount of the loan'}, 'interest_rate': {'type': 'number', 'description': 'The annual interest rate'}, 'loan_term': {'type': 'integer', 'description': 'The loan term in years'}}, 'required': ['loan_amount', 'interest_rate', 'loan_term']}}"
